uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.0000316631580494e+018,8597,Verka Dolezalkova,2022-09-14 12:21:08.820 GMT,Verka Dolezalkova,2022-09-14 12:21:08 GMT,8597,14 Sep,Verka Dolezalkova,Other,,Legacy verification,"attempted and failed, nearest point to the mound",Forest,,Forest,,Upper slope,Nil,42.042654999999996,26.551821666666669,4654609.3313092859,462907.69530695712,1.2,28.029,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8597_1.jpg''}}",0,0,NA,NA,,,,,No,,,0 - No observation,No observation,"densely overgrown, attempted and fail",No observation,Unknown,,Unknown,,,,,POINT(462907.695307 4654609.331309)
1.0000316632195444e+018,8598,Verka Dolezalkova,2022-09-15 05:25:52.242 GMT,Verka Dolezalkova,2022-09-15 05:26:51 GMT,8598,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,north east from Elhovo,Annual agriculture,,Scrub,,Lower slope,Medium,42.187729999999995,26.587760000000003,4670702.2531752931,465959.76629201102,1.2,30,,North,45,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8598_1.jpg''}}",3,27,NA,NA,,,,,No,,,2 - minor damage,Animal activity,,3 - impaired,Animal activity,,Last year,,,"densely overgrown, animal burrows, no RTs recorded",,POINT(465959.766292 4670702.253175)
1.0000316632203867e+018,8599,Verka Dolezalkova,2022-09-15 05:39:55.426 GMT,Verka Dolezalkova,2022-09-15 05:50:51 GMT,8599,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,NE from Elhovo0,Annual agriculture,,Scrub,,Lower slope,Medium,42.188365000000005,26.588496666666668,4670772.4653367456,466020.93585413956,1.2,31,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8599_1.jpg''}}",4,40,NA,NA,,,,,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8599_1.jpg''}}",3 - damaged,Looting,animal,3 - impaired,Animal activity,,Last year,,"1 large RT on the west side, 1/4 of the mound is gone, 5m x 2m, 4m high cut, densely overgrown, impossible to trace it,","old RT, overgrown",,POINT(466020.935854 4670772.465337)
1.0000316632220344e+018,8600,Verka Dolezalkova,2022-09-15 06:07:19.653 GMT,Verka Dolezalkova,2022-09-15 06:08:24 GMT,8600,15 Sep,Verka Dolezalkova,Surface Scatter,,Survey,surface scatter on the annually ploughed field,Annual agriculture,,Annual agriculture,,Lower slope,Nil,42.191843333333324,26.591105000000002,4671157.6389699355,466238.16520517145,1.3,32,,No Observation,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8600_1.jpg''}}",0,80,NA,NA,radius of the scatter is 60 meters from GPS point,,Artefact scatter,"loose  scatter, LR/LA",No,,,0 - No observation,Agriculture,,3 - impaired,Agriculture,,Last year,,,,,POINT(466238.165205 4671157.63897)
1.000031663223141e+018,8601,Verka Dolezalkova,2022-09-15 06:25:46.106 GMT,Verka Dolezalkova,2022-09-15 06:31:11 GMT,8601,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,burial mound next to a bunker on annually ploughed fields.the bunker is situated west from the mound,Annual agriculture,,Annual agriculture,,Upper slope,High,42.198180000000001,26.594036666666664,4671860.0614895616,466483.57719595142,1.3,33,,North,48,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8601_1.jpg''}}",2,40,NA,NA,,,Artefact scatter,"worn fragments, no diagnostic shers",No,LR/E.medieval,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8601_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8601_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(466483.577196 4671860.06149)
1.0000316632264543e+018,8602,Verka Dolezalkova,2022-09-15 07:20:59.421 GMT,Verka Dolezalkova,2022-09-15 07:21:50 GMT,8602,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,prominent mound,Annual agriculture,,Pasture,grassland,Hilltop,High,42.201733333333337,26.618254999999998,4672245.366408499,468484.81697469048,1.3999999999999999,34,,North,54,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8602_1.jpg''}}",2.5,36,NA,NA,,,,,No,,,3 - damaged,Looting,"animals-grazing,  overgrown",3 - impaired,Looting,,Unknown,,"extensive RT,t reaching from the north side of the mound, 15m long trench, 2.5m max width, 0.5m min width, max depth 1m","central hole backfilled, old overgrown trench, impossible to trace the exact border","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8602_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8602_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8602_3.jpg''}}",POINT(468484.816975 4672245.366408)
1.0000316632284283e+018,8603,Verka Dolezalkova,2022-09-15 07:53:55.633 GMT,Verka Dolezalkova,2022-09-15 07:54:37 GMT,8603,15 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,"area explored thoroughly, good visibility, no mound. Point on the map was situated on the border of ploughed area and pasture with tall grass",Annual agriculture,,Pasture,grassland,Upper slope,Nil,42.202274999999993,26.620290000000001,4672304.7593778698,468653.08558972535,1.5,35,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8603_1.jpg''}}",0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,ploughed out,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(468653.08559 4672304.759378)
1.0000316632318726e+018,8604,Verka Dolezalkova,2022-09-15 08:51:43.793 GMT,Verka Dolezalkova,2022-09-15 08:51:59 GMT,8604,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,large prominent mound in the middle of the ploughed field,Annual agriculture,,Annual agriculture,,Hilltop,Super prominent,42.189345000000003,26.620130000000003,4670869.1627988731,468633.48352577031,1.2,36,,South,61,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8604_1.jpg''}}",2,45,NA,NA,,,Artefact scatter,"pottery, possibly IA, samples taken, 50m radius of a pottery scatter  around the mound",Yes,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8604_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8604_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over and around,,POINT(468633.483526 4670869.162799)
1.0000316632340381e+018,8605,Verka Dolezalkova,2022-09-15 09:27:42.375 GMT,Verka Dolezalkova,2022-09-15 09:27:42 GMT,8605,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,ploughed over,Annual agriculture,,Annual agriculture,,Upper slope,Super prominent,42.185268333333333,26.615866666666669,4670418.0955924327,468279.41426413984,1.3,37,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8605_1.jpg''}}",2,45,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,annual ploughed over and on the top,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8605_1.jpg''}}",POINT(468279.414264 4670418.095592)
1.0000316632348781e+018,8606,Verka Dolezalkova,2022-09-15 09:41:31.202 GMT,Verka Dolezalkova,2022-09-15 09:41:31 GMT,8606,15 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,ploughed over,Annual agriculture,,Annual agriculture,,Lower slope,Low,42.184853333333329,26.613634999999999,4670372.8491309667,468094.92094102246,1.3,38,,South,66,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8606_1.jpg''}}",0.4,25,NA,NA,,,Artefact scatter,"Roman pottery, small worn sherds",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8606_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8606_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over,,POINT(468094.920941 4670372.849131)
1.0000316633061229e+018,8607,Verka Dolezalkova,2022-09-16 05:28:48.129 GMT,Verka Dolezalkova,2022-09-16 05:30:10 GMT,8607,16 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,2km north from Turkish border,Pasture,grassland,Pasture,grassland,Lower slope,Medium,41.979591666666664,26.591616666666663,4647590.9619881781,466167.82832199807,1.1000000000000001,39,,West,71,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8607_1.jpg''}}",1,30,NA,NA,,,,,No,,,3 - damaged,Looting,animals,4 - minimal,Looting,,Unknown,,"round old RT, possibly a military structure,  tank embankment. 3m south from the mound,down the slope, overgrown, 2m in diameter. lots of small overgrown holes",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8607_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8607_2.jpg''}}",POINT(466167.828322 4647590.961988)
1.000031663308432e+018,8608,Verka Dolezalkova,2022-09-16 06:07:17.250 GMT,Verka Dolezalkova,2022-09-16 06:08:51 GMT,8608,16 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,"ploughed around, on the east side of the road",Annual agriculture,,Annual agriculture,,Upper slope,Nil,41.985868333333336,26.594838333333335,4648286.5854460625,466438.02147533407,1.3999999999999999,40,,West,73,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8608_1.jpg''}}",0.3,15,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed all over,,POINT(466438.021475 4648286.585446)
1.0000316633101859e+018,8609,Verka Dolezalkova,2022-09-16 06:36:35.309 GMT,Verka Dolezalkova,2022-09-16 06:36:45 GMT,8609,16 Sep,Verka Dolezalkova,Other,,Legacy verification,"military bunker, observation",Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,41.993136666666672,26.606850000000001,4649088.94366646,467436.72634618595,1.3,41,,Northwest,74,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8609_1.jpg''}}",3,38,NA,NA,,,Other,concrete structure,No,modern/soviet,,0 - No observation,Construction,,5 - none or nearly none,Infrastructure,,Unknown,,,"there could be a mound before, but","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8609_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8609_2.jpg''}}",POINT(467436.726346 4649088.943666)
1.0000316633130643e+018,8610,Verka Dolezalkova,2022-09-16 07:24:31.562 GMT,Verka Dolezalkova,2022-09-16 07:25:00 GMT,8610,16 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,prominent hilltop east of Lesovo,Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,41.99999833333333,26.621880000000001,4649845.1820984678,468684.97599810699,1.3,42,,East,79,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8610_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8610_2.jpg''}}",2.5,45,NA,NA,,,,,No,,,2 - minor damage,Post-depositional,,3 - impaired,Animal activity,,Unknown,,"if there were any, they are not visible, only small overgrown animal burrows",,,POINT(468684.975998 4649845.182098)
1.0000316633204726e+018,8611,Verka Dolezalkova,2022-09-16 09:27:57.753 GMT,Verka Dolezalkova,2022-09-16 09:31:04 GMT,8611,16 Sep,Verka Dolezalkova,Uncertain Feature,,Legacy verification,possibly an extinct mound or a military trench,Scrub,,Pasture,grassland,Hilltop,Nil,42.016466666666673,26.609186666666666,4651678.3695523478,467642.08859274088,1.2,43,,Northwest,180,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8611_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8611_2.jpg''}}",0.5,20,NA,NA,,,,,No,,,4 - seriously damaged,Construction,"military trench goes directly through an uncertain mound,  possibly a military embankment, possibly completely damaged mound.",4 - minimal,Other,specify in Annotation),Unknown,,"1 long trench going through the whole hill in NE direction, 1.2m wide",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8611_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8611_2.jpg''}}",POINT(467642.088593 4651678.369552)
1.0000316633270289e+018,8612,Verka Dolezalkova,2022-09-16 11:17:47.610 GMT,Verka Dolezalkova,2022-09-16 11:28:16 GMT,8612,16 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,ploughed large  mound in the middle of the  ploughed field,Annual agriculture,,Annual agriculture,,Upper slope,Super prominent,42.007388333333331,26.602444999999996,4650672.978392968,467079.2213829683,1.3,44,,North,84,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8612_1.jpg''}}",6,50,5,NA,,"large prominent mound,",Artefact scatter,"one sherd found at the foot of the mound, small crumbled white stones all over the top of mound",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8612_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8612_2.jpg''}}",3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467079.221383 4650672.978393)
1.0000616635652918e+018,8614,Matthias Kaas,2022-09-19 05:28:19.334 GMT,Matthias Kaas,2022-09-19 05:33:07 GMT,8614,19 Sep,Matthias Kaas,Burial Mound,,Legacy verification,Round mound. east of the Valja Polyana village.,Pasture,grassland,Pasture,grassland,Upper slope,High,42.007834999999993,26.684624999999997,4650694.2371191299,473884.58289945265,1.3999999999999999,45,,South,88,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8614_1.jpg''}}",3,22,NA,NA,,,,none,No,,,2 - minor damage,Animal activity,,3 - impaired,Animal activity,,Last year,,"Densely overgrown with grass, no RT''s.",,,POINT(473884.582899 4650694.237119)
1.000061663566037e+018,8615,Matthias Kaas,2022-09-19 05:40:42.228 GMT,Matthias Kaas,2022-09-19 05:41:10 GMT,8615,19 Sep,Matthias Kaas,Burial Mound,,Legacy verification,Round mound. Southeast of the Valcha Polya village,Pasture,grassland,Scrub,,Upper slope,High,42.004674999999999,26.686269999999997,4650342.8845152855,474019.51573343109,1.1000000000000001,46,,Northwest,90,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8615_1.jpg''}}",2.5,20,NA,NA,,,,loose white stones on the top of the mound.,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,1: large round rt on top of the mound impossible to trace the exact border.Sleigh overgrown. Roughly 2 m in diameter,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8615_1.jpg''}}",POINT(474019.515733 4650342.884515)
1.0000616635683194e+018,8616,Matthias Kaas,2022-09-19 06:18:44.536 GMT,Matthias Kaas,2022-09-19 06:19:34 GMT,8616,19 Sep,Matthias Kaas,Burial Mound,,Legacy verification,South of the Valcha Polyana village,Pasture,grassland,Pasture,grassland,Hilltop,High,42.00096833333334,26.680655000000002,4649933.0557686025,473552.99311396619,0.80000000000000004,47,,West,94,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8616_1.jpg''}}",2,22,NA,NA,,,,none,No,,,3 - damaged,Animal activity,,3 - impaired,Animal activity,,Last year,,No visible but still damaged,,,POINT(473552.993114 4649933.055769)
1.0000616635702135e+018,8617,Matthias Kaas,2022-09-19 06:50:21.229 GMT,Matthias Kaas,2022-09-19 06:50:35 GMT,8617,19 Sep,Matthias Kaas,Burial Mound,,Legacy verification,"North and west slope of the mound is inaccessible, only accessible from the south. Situated of the nort side of the road leading from Valcha Polyana to Golyam Dervent. Local toponym Madzharova mogila",Scrub,,Forest,,Upper slope,Low,42.000355000000006,26.720881666666667,4649853.3156768149,476884.20231595502,0.90000000000000002,48,,North,96,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8617_1.jpg''}}",1.7,22,NA,NA,,,,Loose stones on the top of the mound. Possibly pulled out of RT,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,1:  large shallow oval RT on the top of the mound. overgrown. impossible to see exact borders and there are trees on the top,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8617_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8617_2.jpg''}}",POINT(476884.202316 4649853.315677)
1.0000616635717367e+018,8618,Matthias Kaas,2022-09-19 07:15:43.633 GMT,Matthias Kaas,2022-09-19 07:15:54 GMT,8618,19 Sep,Matthias Kaas,Burial Mound,,Legacy verification,South of the road leading to Golyam Dervent village. Grey stones both on top and around the mound.,Pasture,grassland,Forest,,Upper slope,High,41.995829999999991,26.728001666666668,4649349.0120559279,477472.26536234352,1.3,49,,West,100,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8618_1.jpg''}}",1.5,28,NA,NA,,,,Loose stones pulled from the RT''s.,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Unknown,,"1:2x4 m roughly rectangular. Situated in east-west direction. This is probably the youngest.

2: 1.5x2 m. Situated closer to the top and is roughly oval. More overgrown than 1 and harder to trace the borders.

3: on the top of the mound. Very overgrown and impossible to trace the borders. This is the oldest. Forrest on top.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8618_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8618_2.jpg''}}",POINT(477472.265362 4649349.012056)
1.0000616635752242e+018,8619,Matthias Kaas,2022-09-19 08:13:49.393 GMT,Matthias Kaas,2022-09-19 08:16:47 GMT,8619,19 Sep,Matthias Kaas,Other,,Legacy verification,Observation point situated in the middle of military trenches,Scrub,,Pasture,grassland,Hilltop,Super prominent,41.97784,26.744263333333333,4647347.4553324832,478813.14333288046,1.3,50,,South,109,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8619_1.jpg''}}",3,50,NA,NA,,"set of military installations, trenches lead further south, east and west",,concrete structures,No,modern military  installations,,0 - No observation,Construction,military installations,5 - none or nearly none,Other,specify in Annotation),Unknown,,,military trenches and observation point which looks like a mount from the distance,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8619_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8619_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8619_3.jpg''}}",POINT(478813.143333 4647347.455332)
1.0000316636502808e+018,8623,Verka Dolezalkova,2022-09-20 05:04:46.048 GMT,Verka Dolezalkova,2022-09-20 05:06:14 GMT,8623,20 Sep,Verka Dolezalkova,Uncertain Feature,,Survey,Possibly a mound. Used as farmers spot to put stones from the field. Trees on top.,Annual agriculture,,Scrub,,Upper slope,High,42.071203333333337,26.714828333333337,4657721.2363204323,476409.09788250469,1.5,51,,South,118,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8623_1.jpg''}}",0.7,12,NA,NA,,,Other,Loose stones,No,,,0 - No observation,Agriculture,,4 - minimal,Agriculture,,Last month,,,Stones on the top of possible mound.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8623_1.jpg''}}",POINT(476409.097883 4657721.23632)
1.0000316636508424e+018,8624,Verka Dolezalkova,2022-09-20 05:14:24.799 GMT,Verka Dolezalkova,2022-09-20 05:14:24 GMT,8624,20 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,Situated of the southwest of Lalkovo village.,Annual agriculture,,Scrub,,Upper slope,High,42.069271666666658,26.712400000000002,4657507.4354729606,476207.49183671799,1.6000000000000001,52,,East,121,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8624_1.jpg''}}",1,18,NA,NA,,,,none,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,Possible RT on top of mound In the middle but overgrown and impossible to trace borders.,,,POINT(476207.491837 4657507.435473)
1.0000616636527292e+018,8625,Matthias Kaas,2022-09-20 05:45:40.109 GMT,Matthias Kaas,2022-09-20 05:45:47 GMT,8625,20 Sep,Matthias Kaas,Uncertain Feature,,Survey,Possible mound between features 8624 and 8626. Southwest of Lalkovo village.,Scrub,,Pasture,grassland,Upper slope,Medium,42.061904999999996,26.705556666666666,4656691.4391298005,475638.54141857516,1.5,53,,Southwest,122,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8625_1.jpg''}}",0.6,16,NA,NA,,,,none,No,,,3 - damaged,Animal activity,,3 - impaired,Animal activity,,Last year,,Overgrown pasture,,,POINT(475638.541419 4656691.43913)
1.0000616636536422e+018,8626,Matthias Kaas,2022-09-20 06:00:51.757 GMT,Matthias Kaas,2022-09-20 06:01:09 GMT,8626,20 Sep,Matthias Kaas,Burial Mound,,Legacy verification,"Big mound, fully overgrown with scrub on the west side of the mound. Situated  Southwest of Lalkovo village.",Scrub,,Scrub,,Hilltop,High,42.06597,26.706664999999997,4657142.4619705081,475731.79014309158,1.5,54,,West,123,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8626_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8626_2.jpg''}}",3.5,35,NA,NA,,,,none,No,,,2 - minor damage,Animal activity,,3 - impaired,Animal activity,,Unknown,,Overgrown. possibly no RT,,,POINT(475731.790143 4657142.461971)
1.0000616636562454e+018,8627,Matthias Kaas,2022-09-20 06:44:10.497 GMT,Matthias Kaas,2022-09-20 06:44:38 GMT,8627,20 Sep,Matthias Kaas,Burial Mound,,Legacy verification,Overgrown mound with scrub SW of the Lalkovo Village. hard to find but we managed.,Scrub,,Scrub,,Upper slope,Nil,42.056128333333326,26.715690000000002,4656047.2181942817,476474.81515359291,1.1000000000000001,55,,Southeast,125,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8627_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8627_2.jpg''}}",1.5,20,NA,NA,,,,none,No,,,3 - damaged,Erosion,,3 - impaired,Animal activity,,Last month,,"No observation, densely overgrown.",,,POINT(476474.815154 4656047.218194)
